source_city,violation_code,violation_description,violation_points,violation_count
Chicago,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,null,72064
Chicago,38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT",null,72064
Chicago,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",null,70765
Chicago,34,PLANT FOOD PROPERLY COOKED FOR HOT HOLDING,null,70765
Chicago,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",null,66419
Chicago,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,null,66419
Chicago,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",null,64790
Chicago,35,APPROVED THAWING METHODS USED,null,64790
Chicago,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",null,54442
Chicago,32,VARIANCE OBTAINED FOR SPECIALIZED PROCESSING METHODS,null,53623
Chicago,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",null,53623
Dallas,42,Ventilation hood systems,1,50821
Dallas,42,cleaning hermetically sealed containers of food or visible soil before opening,1,50821
Dallas,42,Dirty nonfood contact surfaces,1,50821
Dallas,42,Kickplates,1,50821
Dallas,42,Nonfood-contact surfaces material,1,50821
Dallas,42,Floors/walls/ceiling/nonfood dirty,1,50821
Dallas,42,Floors/walls/ceiling/nonfood dirty,2,50821
Dallas,10,Food thermometer cleaned before use,3,48875
Dallas,10,Q.A. PPM -  hardness of water,3,48875
Dallas,10,"Single-use articles, required use",3,48875
Dallas,10,"After being cleaned, food-contact surfaces shall be sanitized in a contact time of at least 7 se",3,48875
Dallas,10,Clean Sight and Touch,1,48875
Dallas,10,"After being cleaned, equipment food-contact surfaces and utensils shall be sanitized in an expos",2,48875
Dallas,10,A chemical sanitizer used: contact times criteria,3,48875
Dallas,10,"Chlorine sanitizer concentration, minimum temp.",3,48875
Dallas,10,Equipment and Utensils Cleaning-fruits & PHF,3,48875
Dallas,10,Clean Sight and Touch,2,48875
Dallas,10,Cleaning between Raw & Ready to Eat ( RTE ),3,48875
Dallas,10,Chlorine exposure time table,3,48875
Dallas,10,Equipment and Utensils Sanitization,3,48875
Dallas,10,Other sanitizer exposure time,3,48875
Dallas,10,Outfitter-Ice use (if cooling),4,48875
Dallas,10,Other sanitizer use -  manufacturer label direction,3,48875
Dallas,10,Sanitization after Cleaning,3,48875
Dallas,10,Quaternary ammonium temperature requirement,3,48875
Dallas,10,Reuse of take-home containers,3,48875
Dallas,10,Equipment / Utensils (PHF) every 4 hours,3,48875
Dallas,10,Q.A. PPM -  follow manufacturer's direction,3,48875
Dallas,10,Clean Surface Different Foods,3,48875
Dallas,10,Chlorine exposure time table,1,48875
Dallas,10,"After being cleaned, equipment food-contact surfaces and utensils shall be sanitized in an expos",3,48875
Dallas,10,Equipment and Utensils Cleaning-contamination,3,48875
Dallas,10,Hot water sanitizer surface  temp. < 160'F,3,48875
Dallas,10,Outfitter-Ice use (if cooling),3,48875
Dallas,10,Iodine solution pH requirement,3,48875
Dallas,10,"Chlorine sanitizer concentration, minimum temp.",2,48875
Dallas,10,Clean Sight and Touch,3,48875
Dallas,21,PIC ensures food properly and rapidly cooled,2,47482
Dallas,21,PIC ensures effective handwashing  being done,2,47482
Dallas,21,PIC ensures consumers know to use clean tableware,2,47482
Dallas,21,RFSM notify 10 days & replacement in 45 days,2,47482
Dallas,21,Person in charge must be on site at all times.,2,47482
Dallas,21,A establishment shall have written procedures for employees to follow when responding to vomitin,2,47482
Dallas,21,A establishment shall have written procedures for employees to follow when responding to vomitin,3,47482
Dallas,21,RFSM - Not On Site,1,47482
Dallas,21,PIC to ensure no unapproved indiv in food prep are,2,47482
Dallas,21,PIC ensures received foods meet requirements,2,47482
Dallas,21,Person in charge. The person in charge shall ensure that õ228.34 (1-15) Relating to Duties of PI,2,47482
Dallas,21,PIC ensures food handlers properly trained,2,47482
Dallas,21,Being a certified food protection manager who has shown proficiency of required information thro,2,47482
Dallas,21,PIC ensures foods cooked to proper temperatures,2,47482
Dallas,21,Person in charge. The person in charge shall ensure that õ228.34 (1-15) Relating to Duties of PI,1,47482
Dallas,21,Responding correctly to the inspector#s questions as they relate to the specific food operation.,2,47482
Dallas,21,Demonstrateion of knowledge by PIC,2,47482
Dallas,21,A establishment shall have written procedures for employees to follow when responding to vomitin,1,47482
Dallas,21,Outfitter-Certified Food Manager,2,47482
Dallas,21,Responding correctly to the inspector#s questions as they relate to the specific food operation.,1,47482
Dallas,21,No unnecessary personnel allowed in food prep area,2,47482
Dallas,21,PIC prevents cross contamination by bare hands,2,47482
Dallas,21,RFSM - Not On Site,2,47482
Dallas,21,RFSM supervisory capacity up to 4 establishment,2,47482
Dallas,21,Customers know of risks with partially cooked food,2,47482
Dallas,21,"Based on the risks inherent to the food operation, during inspections and upon request the perso",2,47482
Dallas,21,Bed and Breakfast Certified food protection manager,2,47482
Dallas,21,PIC ensures employees are properly sanitizing equi,2,47482
Dallas,47,Other Violations,1,40439
Dallas,47,Constructing / Remodeling without approval,1,40439
Dallas,47,Other Violations,3,40439
Dallas,47,Permit/license posted,1,40439
Dallas,47,Operate with a lapsed permit,1,40439
Dallas,47,No carpeting in food & toilet area,1,40439
Dallas,47,RFSM Certificate - Not Display,2,40439
Dallas,47,OTHER VIOLATIONS,1,40439
Dallas,47,RFSM Certificate - Not Display,1,40439
Dallas,47,Raw animal foods cooked in a microwave oven shall be allowed to stand covered for 2 minutes afte,1,40439
Dallas,47,Health permit posted,1,40439
Dallas,47,Health permit posted,2,40439
Dallas,47,Handwashing signage,1,40439
Dallas,47,Food prep/utensil wash/mop sink not for hand wash,1,40439
Dallas,47,Conditions of Permit-in use of food equipment,1,40439
Dallas,47,Invalid Plans & Specifications,1,40439
Dallas,47,Handwashing signage,2,40439
Dallas,47,Handler-Certificate Not on site,1,40439
Dallas,47,Permit/license posted,2,40439
Dallas,47,Central Preparation Facility Inspection Report,1,40439
Dallas,47,"Records kept on site--bacteriological tests, boil water notification",1,40439
Dallas,47,Handler-Certificate Not on site,2,40439
Chicago,41,WIPING CLOTHS: PROPERLY USED & STORED,null,40033
Chicago,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED",null,40033
Dallas,31,Handwashing lavatory - allow convenient,2,35257
Dallas,31,Handwashing lavatory - accessible,2,35257
Dallas,31,"A self-closing, slow-closing, or metering faucet shall provide a flow of water for at least 15 s",2,35257
Dallas,31,Handwashing lavatory - not adjacent to toilet,2,35257
Dallas,31,An automatic handwashing facility shall be installed in accordance with manufacturer's instructi,2,35257
Dallas,31,"Individual, disposable towels",1,35257
Dallas,31,Handwashing lavatory - used for other purpose,1,35257
Dallas,31,Hand sinks: number installed for convenient use,2,35257
Dallas,31,A steam mixing valve may not be used at a handwashing sink,2,35257
Dallas,31,"Individual, disposable towels",2,35257
Dallas,31,"Individual, disposable towels",3,35257
Dallas,31,Heated air hand drying device,2,35257
Dallas,31,Automatic handwshing used according to manufacturer,3,35257
Dallas,31,Bed and Breakfast Handsink Use,2,35257
Dallas,31,Concentration of hand dip,2,35257
Dallas,31,Hand sinks: number installed for convenient use,1,35257
Dallas,31,No soap at handsink,1,35257
Dallas,31,Automatic hand washing facility may be used if approved,2,35257
Dallas,31,No soap at handsink,2,35257
Dallas,31,Handwashing lavatory - used for other purpose,2,35257
Dallas,31,Hand Sanitizers,2,35257
Dallas,31,procedure for hand dip,2,35257
Chicago,36,THERMOMETERS PROVIDED & ACCURATE,null,34980
Chicago,36,"LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED",null,34980
Dallas,45,Ceiling easily cleanable and light in color,1,34839
Dallas,45,Store maintenance equip away from food/food equip,1,34839
Dallas,45,"Dressing areas, designated",1,34839
Dallas,45,"Premises:Cleaning, frequency and restrictions",1,34839
Dallas,45,"n a consumer area, wall and ceiling surfaces and decorative items kept clean",1,34839
Dallas,45,Cabinet used for the storage of food may not be located in locker rooms etc.,1,34839
Dallas,45,Premises free of litter,1,34839
Dallas,45,Drying Mops-air dry,1,34839
Dallas,45,Premises cleaned when minimal food is exposed,1,34839
Dallas,45,Clean facilities as often as necessary.,1,34839
Dallas,45,Ceiling easily cleanable and light in color,2,34839
Dallas,45,Outdoor effectively prevent pooling,1,34839
Dallas,45,Carpet installed securely attached to the floor,1,34839
Dallas,45,Unnecessary articles prohibited,1,34839
Dallas,45,Physical Facilities Premises-absorbent materials on floors,1,34839
Dallas,45,Mats / Duckboards nonabsorbent,1,34839
Dallas,45,Walls easily cleanable and light in color,1,34839
Dallas,45,Proper cleaning equip provided for waste recept,1,34839
Dallas,45,"Concrete, porous blocks, or bricks used for indoor wall construction shall be finished and seale",1,34839
Dallas,45,Floors/walls/ceilings approved carpeting,1,34839
Dallas,45,Dressing areas:Lockers,1,34839
Dallas,45,Floor& wall junctures- coved & sealed,1,34839
Dallas,45,"Cleaning floors, dustless methods",1,34839
Dallas,45,"Walls and ceilings, studs, joists, and rafters",1,34839
Dallas,45,Carpet installed tightly against the wall under the coving,1,34839
Dallas,45,Wall and ceiling covering materials shall be attached so that they are easily cleanable,1,34839
Dallas,45,Attachments to walls and ceilings shall be easily cleanable,1,34839
Dallas,45,Walls shall be light in color,1,34839
Dallas,45,Outfitter-Food Temperatures.,1,34839
Dallas,45,"Living or sleeping quarters, separation",1,34839
Dallas,45,Lockers to be used to store personal items,1,34839
Dallas,45,Clothes washer and dryer location requirements,1,34839
Dallas,45,"Floor covering, mats and duckboards",1,34839
Dallas,45,Premises shall be maintained in good repair,1,34839
Dallas,45,Floor contruction requirements,1,34839
Dallas,45,Store maintenance equipment in orderly manner,1,34839
Dallas,45,Location of lockers,1,34839
Dallas,45,Drying Mops-air dry,2,34839
Dallas,45,First Aid,1,34839
Dallas,45,Eating and tobacco areas.,1,34839
Dallas,39,Equip sealed if it is exposed to spillage,1,33191
Dallas,39,"In-use utensils, between-use storage. During pauses in food preparation or dispensing, food prep",3,33191
Dallas,39,Microwave safety standards,1,33191
Dallas,39,Cups may be reused if free of contamination,1,33191
Dallas,39,Loosely cover cooling foods,1,33191
Dallas,39,"No equipment, utensil & single use in garbage room",1,33191
Dallas,39,"No equipment, utensil under sewer lines",1,33191
Dallas,39,"Precleaning food debris of utenlsils - flush, soak",1,33191
Dallas,39,Equipment & Utensils for non PHF shall be cleaned,1,33191
Dallas,39,Equipment-table mounted must be sealed to table,1,33191
Dallas,39,Cooling using containers that allow max. heat transfer,1,33191
Dallas,39,Store all equipment & utensil covered or inverted,1,33191
Dallas,39,Non food contact linen shall be laundered.......,1,33191
Dallas,39,Equipment-space to allow access for cleaning,1,33191
Dallas,39,Soiled linens storage,1,33191
Dallas,39,"No equipment, utensil & single use in locker rooms",1,33191
Dallas,39,No equipment & utensil under contamination sources,1,33191
Dallas,39,No equipment & utensil under leaking water lines,1,33191
Dallas,39,Keep utensils handles upright or protected,1,33191
Dallas,39,"Linens and Napkins, Use Limitation",1,33191
Dallas,39,Cooking equipment free of encrusted grease,1,33191
Dallas,39,Air-drying required after cleaning & sanitiziing,1,33191
Dallas,39,Equipment & utensils cleaned before restocking,1,33191
Dallas,39,Soda nozzles and ice bin clean as specified,3,33191
Dallas,39,CIP-Cleanability-w inspection access points,1,33191
Dallas,39,Cutting surfaces.,1,33191
Dallas,39,Non PHF dispenser cleaned every 24 hrs,1,33191
Dallas,39,Keep utensils handles upright or protected,2,33191
Dallas,39,Tableware must by wrapped if tableware is preset,1,33191
Dallas,39,"In-use utensils, between-use storage. During pauses in food preparation or dispensing, food prep",1,33191
Dallas,39,Store  equipment & utensils - avoid contamination,1,33191
Dallas,39,Take-out beverage containers refilled by employees or the consumer if refilling is a contaminati,1,33191
Dallas,39,No equipment & utensil under open stairwells,1,33191
Dallas,39,Dry cleaning equipment food contact surfaces only,1,33191
Dallas,39,Can openers shall be kept sharp,1,33191
Dallas,39,"Equipment - table mounted - 4"" clearance",1,33191
Dallas,39,Store  equipment & utensils - avoid contamination,2,33191
Dallas,39,"Equipment-doors, seal hinges adjusted/intact",1,33191
Dallas,39,"No equipment, utensil &  in mechanical room",1,33191
Dallas,39,Dirty linens,1,33191
Dallas,39,Mechanically washed all linens,1,33191
Dallas,39,Equipment and Utensils Storage,1,33191
Dallas,39,Remove extra tablware when a consumer is seated,1,33191
Dallas,39,"Store  equipment & utensils in a clean, dry place",1,33191
Dallas,39,"Utensils, single serve items 6 inches off  - floor",1,33191
Dallas,39,Adjoining equipment not spaced more than 1 mm,1,33191
Dallas,39,"No equipment, utensil & single use in toilet rooms",1,33191
Dallas,39,Single -service item stored in locker room,1,33191
Dallas,39,"Equipment - table mounted - 2"" clearance",1,33191
Dallas,39,"Equipment compartments, drainage",1,33191
Dallas,39,No towel dried  after cleaning & sanitiziing,1,33191
Dallas,39,Cavities & door seal of microwave cleaned -  24 hr,1,33191
Dallas,39,Equipment in good repair and proper adjustment.,1,33191
Dallas,39,"Vending machine doors and access opening covers tight-fitting, gasket",1,33191
Dallas,39,CIP-Cleanability-self draining,1,33191
Dallas,39,Except for refilling a consumer's drinking cup or container without contact between the pouring,1,33191
Dallas,39,Soda nozzles and ice bin clean as specified,1,33191
Dallas,39,Store clean utensils in a self-draining position,1,33191
Dallas,39,"Utensils, consumer self-service",1,33191
Dallas,39,Equipment-table mounted-elevated on legs,1,33191
Dallas,39,Cutting surfaces.,2,33191
Dallas,39,Cloth napkins shall be laundered between each use,1,33191
Dallas,39,Soda nozzles and ice bin clean to remove soil,1,33191
Dallas,39,Precleaning food debris of utenlsils - scrapped,1,33191
Dallas,39,Baking equipment shall be cleaned every 24 hours,1,33191
Dallas,39,"Case lot handling equipment, movability",1,33191
Dallas,28,Date marking for hard to date packaging,1,31260
Dallas,28,Date marking commercially prepared of RTE/PHF,2,31260
Dallas,28,Date marking combined ingredients for RTE/ TCS food,2,31260
Dallas,28,Original cont. of RTE/PHF/Day1= day of opening,3,31260
Dallas,28,Date marking Paragraphs (1) and (2) of this subsection do not apply to shellstock,2,31260
Dallas,28,"Date marking > 24 hrs,on site,temp 41F",1,31260
Dallas,28,Original cont. of RTE/PHF/Day1= day of opening,2,31260
Dallas,28,Do not exceed manuf. use by date,3,31260
Dallas,28,Date marking for hard to date packaging,2,31260
Dallas,28,Do not exceed manuf. use by date,2,31260
Dallas,28,Date marking for hard to date packaging,3,31260
Dallas,28,Date marking  commercially prepared RTE/ TCS food exceed a manufacturer's use-by date,2,31260
Dallas,28,"Date marking > 24 hrs,on site,temp 41F",2,31260
Dallas,28,Date marking commercially prepared RTE/ TCS food,2,31260
Dallas,28,Date marking commercially prepared of RTE/PHF,3,31260
Dallas,28,"Date marking > 24 hrs,on site,temp 41F",3,31260
Dallas,37,"Food protected from cross contamination by storing the food in packages, covered containers, or",1,31071
Dallas,37,Self-Service dispensing equip. protect w/o employee,1,31071
Dallas,37,"Food storage, prohibited areas under sewer lines",1,31071
Dallas,37,Food in packages and working containers may be stored less than 15 cm (6 inches) above the floor,1,31071
Dallas,37,Food protected from cross contamination by separating fruits and vegetables from ready-to-eat fo,1,31071
Dallas,37,"Food protected from cross contamination by storing the food in packages, covered containers, or",3,31071
Dallas,37,"Food storage, prohibited areas under other sources",3,31071
Dallas,37,"Food storage, prohibited areas in toilet rooms",1,31071
Dallas,37,"Food storage, prohibited areas under other sources",1,31071
Dallas,37,Unpackaged food may not be stored in direct contact with undrained ice,1,31071
Dallas,37,"Food storage, prohibited areas - locker rooms",1,31071
Dallas,37,Condiments protected from contamination,1,31071
Dallas,37,"Food shall be protected from contamination by storing the food in a clean, dry location",1,31071
Dallas,37,"Food, utensils & equip in mechanical room",1,31071
Dallas,37,Equipment reassembled - protect food contact surf.,1,31071
Dallas,37,Dispensing equipment protect from manual contact,1,31071
Dallas,37,Storing the food at least 15 cm (6 inches) above the floor,1,31071
Dallas,37,"Food storage, prohibited areas in mechanical rooms",1,31071
Dallas,37,Shellstock condition,1,31071
Dallas,37,"Food, utensils and equip under water line",1,31071
Dallas,37,"Ice units, separation of drains",1,31071
Dallas,37,"Outdoor Servicing Areas, Overhead Protection",1,31071
Dallas,37,Food shall be protected from cross contamination by protecting food containers that are received,1,31071
Dallas,37,"Food storage, prohibited areas under open stairwells",1,31071
Dallas,37,"Food, utensils & equip under other sources",1,31071
Dallas,37,"Food, utensils and equipment in locker room",1,31071
Dallas,37,"Food, utensils and equipment in toilet room",1,31071
Dallas,37,Dispensing equipment protected in an outside area,1,31071
Dallas,37,Container of food that is not time/temperature controlled for safety may be re-served from one c,1,31071
Dallas,37,"Food storage, prohibited areas under leaking water lines",1,31071
Dallas,37,"Food protected from cross contamination by storing damaged, spoiled, or recalled food being held",1,31071
Dallas,37,Preventing contamination from other sources. Miscellaneous sources of Contamination,3,31071
Dallas,37,"Food, utensils & equip under sewer line",1,31071
Dallas,37,Raw fruits and vegetables washed,1,31071
Dallas,37,Preventing contamination from other sources. Miscellaneous sources of Contamination,1,31071
Dallas,37,Pesticides/ non-toxic tracking powders,1,31071
Dallas,37,Apron deflect condensation for no watertight joint,1,31071
Dallas,37,Packaged food may not be stored in direct contact with ice or water if the food is subject to th,1,31071
Dallas,37,Dispensing equip. no contact w/ lip-contact surfac,1,31071
Dallas,37,Condenser unit shall be separated from the food,1,31071
Dallas,37,Lubricating and reassembling of food-contact surfa,1,31071
Dallas,37,Dispensing equipment w/ drip protection,1,31071
Dallas,37,"Storing the food where it is not exposed to splash, dust, or other contamination",1,31071
Dallas,37,Food preparation,1,31071
Dallas,37,"Food, utensils & equip under open stairwell",1,31071
Dallas,37,Beverage tubing and cold-plate beverage cooling,1,31071
Chicago,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",null,28779
Dallas,34,Pets in common dining areas-cleaning,1,28388
Dallas,34,Insect control devices-not over food/food prep,2,28388
Dallas,34,Pets in common rooms/ items stored in cabinets,1,28388
Dallas,34,Insect control devices-not over food/food prep,1,28388
Dallas,34,Windows or doors protected against the entry criteria - air curtain,1,28388
Dallas,34,Animals allowed in areas not for food service,1,28388
Dallas,34,Windows or doors protected against the entry criteria - mesh size,1,28388
Dallas,34,Exterior walls:protection,1,28388
Dallas,34,Pets in common rooms/self- closing doors,1,28388
Dallas,34,Exterior doors used as exits need not be self-closing if they are solid and tight-fitting,1,28388
Dallas,34,Controlling pests. Eliminating harborage conditions,1,28388
Dallas,34,Insect control:prevent dead insects from food,1,28388
Dallas,34,Remove dead/trapped pests,1,28388
Dallas,34,Live animals not allowed,1,28388
Dallas,34,"Outer door: solid,selfclosing,tightfitting",1,28388
Dallas,34,Devices to stun/electrocute flying insects,1,28388
Dallas,34,Service dogs allowed,1,28388
Dallas,34,"Outer openings:closed,tight-fitting windows",1,28388
Dallas,34,Exterior doors used as exits need not be self-closing if they are solid and tight-fitting - Oute,1,28388
Dallas,34,"Outer openings:closing holes, gaps",1,28388
Dallas,34,Pest Control,1,28388
Dallas,34,Windows or doors protected against the entry criteria by effective meansWindows or doors protect,1,28388
Dallas,34,Pest control-routine inspections for,1,28388
Chicago,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",null,27406
Chicago,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",null,27406
Chicago,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,null,27209
Dallas,32,Package integrity,3,26164
Dallas,32,Hot oil filtering,2,26164
Dallas,32,"Food-contact surfaces. smooth, non-absorbent and easily cleanable",2,26164
Dallas,32,Equipment & Utensils withstand repeated warewashin,2,26164
Dallas,32,"Equipment & Utensils resistant pit,chip, crazing",2,26164
Dallas,32,Disassemlin Equip. & Utensil-cleaning no tools,2,26164
Dallas,32,Damaged Equipment,1,26164
Dallas,32,Smooth Contact Surfaces,2,26164
Dallas,32,"Food-contact surfaces. smooth, non-absorbent and easily cleanable",1,26164
Dallas,32,Equipment has cracks and corners,2,26164
